,Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
725,Lenovo,Notebook,4,1.9,26096.973,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Other
726,Dell,Notebook,8,2.2,38301.130000000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
727,Dell,2 in 1 Convertible,4,1.71,34572.23,1,0,204.15714584634154,Intel Core i3,1000,0,Intel,Windows
728,Dell,Notebook,8,2.32,31403.7304,0,0,123.83434142318255,Intel Core i5,1000,0,AMD,Other
729,HP,Notebook,4,2.1,26049.030000000002,0,0,174.05705383053478,AMD Processor,1000,0,AMD,Windows
730,Acer,Gaming,16,4.2,103077.45000000001,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
731,Dell,Notebook,12,2.25,34572.23,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
732,HP,Notebook,6,2.1,34625.5,0,0,174.05705383053478,AMD Processor,1000,128,AMD,Windows
733,Acer,Notebook,4,2.4,29777.93,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
734,Lenovo,Notebook,8,1.44,51139.200000000004,0,1,204.15714584634154,Intel Core i5,0,256,Intel,Windows
735,Lenovo,Notebook,4,1.85,41497.33,0,0,174.05705383053478,Intel Core i7,1000,0,Intel,Windows
736,HP,Workstation,16,2.6,128860.13,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
737,Dell,2 in 1 Convertible,8,1.55,35104.93,1,0,204.15714584634154,Intel Core i5,1000,0,Intel,Windows
738,MSI,Gaming,16,1.8,111572.9496,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
739,Acer,Notebook,4,2.4,21883.316000000003,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
740,Dell,Notebook,8,2.0,64296.89000000001,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
741,Dell,Notebook,8,2.0,35424.55,0,0,123.83434142318255,Intel Core i3,0,256,Intel,Windows
742,Toshiba,Notebook,8,1.25,81769.45000000001,1,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
743,Lenovo,2 in 1 Convertible,8,1.7,53216.73,1,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
744,Lenovo,Workstation,16,2.5,175737.73,0,1,348.11410766106957,Intel Core i7,0,1000,Nvidia,Windows
745,Acer,Notebook,2,1.68,17579.100000000002,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
746,Samsung,Ultrabook,16,0.81,87842.23000000001,0,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
747,HP,Notebook,8,1.86,28712.530000000002,0,0,174.05705383053478,Intel Core i3,0,256,Intel,Windows
748,Dell,Notebook,8,1.6,60019.841700000004,0,0,137.98683758583198,Intel Core i5,0,256,Intel,Windows
749,HP,Workstation,16,3.0,233802.03000000003,0,1,156.9531814888059,Other Intel Processor,0,256,Nvidia,Windows
750,Lenovo,Netbook,4,1.4,25303.25,1,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
751,HP,Notebook,8,1.84,101213.0,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
752,Asus,Notebook,4,2.45,30843.33,0,0,123.83434142318255,Intel Core i5,1000,0,Nvidia,Other
753,Lenovo,Ultrabook,4,1.7,58383.920000000006,0,0,193.94928855402446,Intel Core i5,0,180,Intel,Windows
754,Asus,Notebook,4,2.37,45274.173,0,0,123.83434142318255,Intel Core i7,0,256,Intel,Windows
755,Lenovo,2 in 1 Convertible,8,1.3,63870.73,1,1,340.26190974390255,Intel Core i5,0,256,Intel,Windows
756,HP,Notebook,8,2.2,58543.73,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
757,HP,Workstation,8,2.59,83154.47,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
758,Dell,Gaming,16,4.42,152831.0973,0,1,348.11410766106957,Intel Core i7,1000,256,Nvidia,Windows
759,Acer,Notebook,4,2.1,31908.730000000003,0,0,123.83434142318255,Intel Core i5,0,256,Intel,Windows
760,Lenovo,Gaming,8,2.5,55826.96000000001,0,1,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
761,Dell,Ultrabook,16,1.18,99028.93000000001,0,0,217.2232031805074,Intel Core i7,0,256,Intel,Windows
762,Google,Ultrabook,8,1.1,83047.93000000001,1,0,275.94410973133563,Intel Core i5,0,256,Intel,Other
763,Asus,Ultrabook,8,1.2,60141.83,0,1,340.26190974390255,Intel Core i5,0,256,Intel,Windows
764,Dell,Notebook,4,1.65,45226.23,0,0,145.2493027219284,Intel Core i3,500,0,Intel,Windows
765,Acer,Notebook,4,1.6,34891.85,0,0,145.2493027219284,Intel Core i5,0,128,Intel,Windows
766,Asus,Notebook,4,2.8,25055.0118,0,0,111.66564891339004,Other Intel Processor,1000,0,Nvidia,Windows
767,Dell,Gaming,16,2.72,58543.73,1,1,348.11410766106957,Intel Core i7,1000,128,Nvidia,Windows
768,Samsung,Ultrabook,8,1.31,85178.73000000001,1,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
769,Acer,Notebook,4,2.1,15874.460000000001,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
770,Dell,Notebook,16,2.3,62926.2529,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
771,Samsung,2 in 1 Convertible,16,1.71,95832.73000000001,1,0,181.01933598375618,Intel Core i7,0,256,AMD,Windows
772,Toshiba,Notebook,4,1.75,54335.4,0,1,137.98683758583198,Intel Core i5,0,128,Intel,Windows
773,Dell,Gaming,8,2.62,58543.73,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
774,HP,Ultrabook,4,1.26,66267.88,0,0,154.54525809613182,Intel Core i5,0,256,Intel,Windows
775,Asus,2 in 1 Convertible,12,2.3,44693.530000000006,1,0,174.05705383053478,Intel Core i7,2000,0,Nvidia,Windows
776,Lenovo,Notebook,16,2.5,126249.90000000001,0,0,348.11410766106957,Intel Core i7,0,512,Nvidia,Windows
777,Acer,Notebook,4,1.8,33879.72,0,1,193.94928855402446,Intel Core i3,0,128,Intel,Windows
778,Razer,Gaming,16,1.95,154429.73,0,0,193.94928855402446,Intel Core i7,0,512,Nvidia,Windows
779,Asus,Notebook,8,2.0,30997.813000000002,0,0,174.05705383053478,Other Intel Processor,0,128,Intel,Windows
780,Dell,Gaming,32,4.42,191175.37600000002,0,1,156.9531814888059,Intel Core i7,1000,1000,Nvidia,Windows
781,Asus,Gaming,16,4.3,125184.50000000001,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
782,Toshiba,Ultrabook,16,1.47,93968.28,0,1,193.94928855402446,Intel Core i7,0,512,Nvidia,Windows
783,Lenovo,Notebook,8,2.2,17525.83,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
784,Lenovo,Ultrabook,16,1.7,122467.73000000001,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
785,MSI,Gaming,16,1.6,100733.57,0,1,193.94928855402446,Intel Core i7,1000,256,Nvidia,Windows
786,MSI,Gaming,8,2.2,58011.030000000006,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
787,Lenovo,Gaming,4,2.4,53216.73,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
788,Acer,Gaming,16,4.2,122467.73000000001,0,1,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
789,Dell,Gaming,8,2.62,52470.950000000004,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
790,Asus,Gaming,8,2.24,71328.53,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
791,Vero,Notebook,4,1.22,10808.483,0,0,193.94928855402446,Other Intel Processor,0,0,Intel,Windows
792,Lenovo,2 in 1 Convertible,8,1.37,104941.90000000001,1,1,204.15714584634154,Intel Core i7,0,512,Intel,Windows
793,Lenovo,2 in 1 Convertible,8,2.08,51085.93,1,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
794,Apple,Ultrabook,8,0.92,62059.55,0,1,271.5290039756342,Other Intel Processor,0,0,Intel,Mac
795,Lenovo,2 in 1 Convertible,8,1.42,124119.1,1,1,258.59905140536597,Intel Core i5,0,256,Intel,Windows
796,Asus,Notebook,4,1.63,15927.730000000001,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
797,Dell,Notebook,8,1.95,43148.700000000004,0,0,123.83434142318255,Intel Core i5,0,128,Intel,Windows
798,Lenovo,2 in 1 Convertible,8,1.38,71861.23000000001,1,1,195.3446071767153,Intel Core i7,0,256,Intel,Windows
799,Dell,Notebook,8,2.0,39366.53,0,0,174.05705383053478,Intel Core i3,0,256,AMD,Windows
800,HP,Workstation,8,3.14,109997.22300000001,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
801,Asus,Notebook,8,2.37,58543.73,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
802,Dell,Ultrabook,8,1.29,79851.73000000001,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
803,Dell,Notebook,8,2.06,93169.23000000001,1,0,348.11410766106957,Intel Core i5,0,256,Nvidia,Windows
804,Dell,Netbook,4,1.63,39632.880000000005,0,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
805,HP,Netbook,8,1.26,73992.03,0,0,154.54525809613182,Intel Core i5,0,256,Intel,Windows
806,Toshiba,Notebook,4,2.1,41550.600000000006,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
807,HP,Notebook,8,2.04,33506.83,0,0,123.83434142318255,AMD Processor,2000,0,AMD,Windows
808,Dell,Gaming,16,2.62,89440.33,0,0,348.11410766106957,Intel Core i7,0,512,Nvidia,Windows
809,Lenovo,Notebook,4,2.4,32441.43,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
810,HP,Gaming,12,3.74,93169.23000000001,0,1,156.9531814888059,Intel Core i7,1000,0,AMD,Windows
811,MSI,Gaming,16,2.9,128647.05,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
812,Samsung,Ultrabook,8,0.81,79851.73000000001,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
813,Dell,Notebook,8,1.98,51192.47,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
814,Dell,Notebook,8,2.18,42073.1787,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
815,Lenovo,Ultrabook,8,1.32,99028.93000000001,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Windows
816,Razer,Ultrabook,16,1.29,95832.73000000001,1,1,434.4464063610148,Intel Core i7,0,512,Intel,Windows
817,HP,Netbook,4,1.23,20508.95,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
818,Dell,Gaming,16,4.36,133442.4154,0,1,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
819,Dell,Notebook,4,1.76,40218.850000000006,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
820,Lenovo,Notebook,4,2.1,26096.973,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
821,Toshiba,Ultrabook,4,1.25,58064.3,0,0,137.98683758583198,Intel Core i5,0,128,Intel,Windows
822,Lenovo,Ultrabook,8,1.13,133121.73,0,1,193.94928855402446,Intel Core i7,0,512,Intel,Windows
823,MSI,Gaming,8,2.4,63870.73,0,0,174.05705383053478,Intel Core i5,0,256,Nvidia,Windows
824,Lenovo,Ultrabook,8,1.13,99881.25,0,1,193.94928855402446,Intel Core i5,0,0,Intel,Windows
825,Toshiba,Notebook,4,1.75,26581.730000000003,0,0,137.98683758583198,Other Intel Processor,0,128,Intel,Windows
826,Asus,2 in 1 Convertible,8,1.1,72340.66,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
827,Dell,Notebook,4,1.76,31162.95,0,0,137.98683758583198,Intel Core i3,500,0,Intel,Windows
828,Acer,Netbook,4,1.35,18910.850000000002,0,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
829,Acer,Notebook,8,1.5,32974.130000000005,0,1,193.94928855402446,Intel Core i3,0,128,Intel,Windows
830,Razer,Gaming,32,3.49,292931.73000000004,1,0,313.9063629776118,Intel Core i7,0,512,Nvidia,Windows
831,Lenovo,Ultrabook,16,1.1,111813.73000000001,0,1,258.59905140536597,Intel Core i7,0,512,Intel,Windows
832,Asus,Notebook,4,2.1,27647.13,0,0,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
833,Lenovo,Notebook,8,1.7,63178.22,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
834,Lenovo,Notebook,8,1.32,87895.5,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
835,Dell,Gaming,16,3.21,147804.5401,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
836,Asus,Gaming,16,2.9,128860.13,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
837,Toshiba,Notebook,4,2.0,35637.630000000005,0,0,123.83434142318255,Intel Core i3,500,0,Intel,Windows
838,Lenovo,Notebook,4,1.5,17312.75,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
839,Asus,Notebook,8,2.3,31429.300000000003,0,0,174.05705383053478,Intel Core i5,128,0,Intel,Windows
840,Asus,Gaming,16,2.73,95832.73000000001,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
841,Dell,Gaming,32,4.42,163692.8503,0,1,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
842,HP,Notebook,8,2.63,48475.700000000004,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Windows
843,Dell,Notebook,8,2.18,38034.2473,0,0,123.83434142318255,Intel Core i5,0,128,Intel,Windows
844,HP,Ultrabook,8,1.54,99614.90000000001,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
845,Dell,Notebook,4,2.18,39366.53,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
846,HP,2 in 1 Convertible,4,1.4,32761.050000000003,1,0,166.53583846565928,Other Intel Processor,0,0,Intel,Other
847,Asus,Ultrabook,8,1.45,54655.020000000004,0,1,204.15714584634154,Intel Core i5,0,512,Nvidia,Windows
848,HP,2 in 1 Convertible,8,1.28,121295.79000000001,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
849,HP,Ultrabook,8,1.54,78200.36,0,0,193.94928855402446,Intel Core i7,0,512,Intel,Windows
850,HP,Notebook,4,1.86,15927.730000000001,0,0,123.83434142318255,Other Intel Processor,0,128,Intel,Other
851,Asus,Gaming,16,2.1,101159.73000000001,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
852,Dell,Notebook,8,2.83,46078.55,0,0,156.9531814888059,Intel Core i7,1000,0,AMD,Other
853,Lenovo,Ultrabook,8,1.96,101372.81000000001,0,1,193.94928855402446,Intel Core i7,0,256,Nvidia,Windows
854,Asus,Notebook,8,2.3,41923.490000000005,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
855,Dell,Notebook,8,1.9,50340.15,0,0,174.05705383053478,Intel Core i5,0,128,Intel,Windows
856,Asus,Notebook,4,2.0,23918.230000000003,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Windows
857,HP,2 in 1 Convertible,8,1.28,136317.93000000002,1,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
858,Dell,Notebook,8,1.62,34572.23,1,0,204.15714584634154,Intel Core i5,1000,0,Intel,Windows
859,Lenovo,Notebook,4,2.2,24983.63,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Other
860,Lenovo,Notebook,8,2.3,45314.6582,0,1,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
861,HP,Notebook,8,1.84,71861.23000000001,0,0,174.05705383053478,Intel Core i5,0,256,AMD,Windows
862,Toshiba,Notebook,4,1.05,68451.95,0,0,204.15714584634154,Intel Core i5,0,128,Intel,Windows
863,Lenovo,Gaming,8,2.5,54175.590000000004,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Other
864,Dell,Ultrabook,16,1.29,119324.8,1,0,340.26190974390255,Intel Core i7,0,512,Intel,Windows
865,HP,Notebook,4,2.07,48475.700000000004,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
866,Toshiba,Ultrabook,8,1.2,58330.65,0,0,145.2493027219284,Intel Core i5,0,256,Intel,Windows
867,Lenovo,2 in 1 Convertible,8,1.37,103876.5,1,1,204.15714584634154,Intel Core i7,0,256,Intel,Windows
868,Acer,Notebook,8,1.56,48049.54,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
869,Dell,Workstation,8,2.23,94714.06000000001,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
870,Lenovo,Notebook,4,2.38,56199.850000000006,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
871,Lenovo,Notebook,4,2.2,25516.33,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Other
872,Toshiba,Notebook,8,2.0,73938.76000000001,0,1,174.05705383053478,Intel Core i7,0,256,Intel,Windows
873,Lenovo,Notebook,4,1.44,39153.450000000004,0,1,204.15714584634154,Intel Core i3,0,180,Intel,Windows
874,Samsung,Ultrabook,16,1.23,98496.23000000001,0,0,181.01933598375618,Intel Core i7,0,256,Nvidia,Windows
875,Dell,Ultrabook,8,1.6,90026.3,0,0,217.2232031805074,Intel Core i7,0,256,Intel,Windows
876,Asus,Notebook,4,2.0,21254.197300000003,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
877,Xiaomi,Ultrabook,8,1.28,49807.450000000004,0,1,204.15714584634154,Intel Core i5,0,256,Nvidia,Windows
878,Dell,Notebook,4,2.18,48608.875,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
879,HP,Notebook,4,2.04,44693.530000000006,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
880,HP,2 in 1 Convertible,4,1.28,90559.0,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
881,HP,2 in 1 Convertible,4,2.3,36479.296,1,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
882,Asus,Notebook,4,1.65,18537.960000000003,0,0,137.00820753203175,Other Intel Processor,0,0,Intel,Windows
883,Lenovo,Notebook,8,2.2,35637.630000000005,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
884,Dell,Notebook,4,2.2,19656.63,0,0,123.83434142318255,Other Intel Processor,500,0,Intel,Windows
885,HP,2 in 1 Convertible,4,1.28,95832.73000000001,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
886,Dell,Notebook,4,2.18,24275.139,0,0,123.83434142318255,Intel Core i3,1000,0,AMD,Other
887,Asus,Gaming,12,2.2,72974.573,0,0,156.9531814888059,Intel Core i5,1000,128,Nvidia,Windows
888,Acer,Netbook,4,1.25,15821.19,0,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
889,Lenovo,Notebook,4,2.8,20189.33,0,0,130.79431790733827,AMD Processor,500,0,AMD,Windows
890,HP,Notebook,4,1.95,67386.55,0,0,193.94928855402446,Intel Core i5,0,128,Intel,Windows
891,HP,2 in 1 Convertible,16,1.42,74524.73000000001,1,0,340.26190974390255,Intel Core i7,0,256,Intel,Windows
892,Samsung,Ultrabook,8,1.17,90505.73000000001,0,0,181.01933598375618,Intel Core i7,0,256,Intel,Windows
893,Lenovo,Ultrabook,8,1.32,95832.73000000001,0,1,193.94928855402446,Intel Core i5,0,256,Intel,Windows
894,MSI,Gaming,16,2.43,141112.23,0,1,313.9063629776118,Intel Core i7,2000,512,Nvidia,Windows
895,Toshiba,Notebook,8,1.05,78573.25,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
896,Dell,Gaming,8,2.62,49487.83,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
897,HP,Notebook,8,2.04,47943.0,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
898,Dell,Notebook,4,2.18,32707.780000000002,0,0,123.83434142318255,Intel Core i3,1000,0,AMD,Windows
899,Dell,Notebook,8,1.9,49807.450000000004,0,0,174.05705383053478,Intel Core i5,500,0,Intel,Windows
900,Dell,2 in 1 Convertible,8,1.24,107237.837,1,0,340.26190974390255,Intel Core i7,0,512,Intel,Windows
901,Asus,Gaming,32,3.58,68132.33,0,1,156.9531814888059,Intel Core i7,0,512,Nvidia,Windows
902,Dell,2 in 1 Convertible,16,1.22,87842.23000000001,1,0,204.15714584634154,Intel Core i7,0,256,Intel,Windows
903,Lenovo,Ultrabook,8,1.13,109150.23000000001,0,1,193.94928855402446,Intel Core i7,0,0,Intel,Windows
904,Lenovo,Notebook,8,1.95,104568.47730000001,0,1,174.05705383053478,Intel Core i5,0,512,Intel,Windows
905,LG,Ultrabook,16,1.08,111813.73000000001,1,1,174.05705383053478,Intel Core i7,0,512,Intel,Windows
906,HP,Netbook,8,1.26,78999.41,0,0,217.2232031805074,Intel Core i7,0,512,Intel,Windows
907,Acer,Notebook,4,2.2,19123.93,0,1,174.05705383053478,Other Intel Processor,0,0,Intel,Other
908,Lenovo,Notebook,8,2.6,42030.03,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
909,LG,Ultrabook,8,0.98,101159.73000000001,1,1,193.94928855402446,Intel Core i7,0,512,Intel,Windows
910,Dell,Notebook,8,1.6,64190.350000000006,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
911,HP,Ultrabook,8,1.09,165137.0,1,0,434.4464063610148,Other Intel Processor,0,240,Intel,Windows
912,Lenovo,Notebook,6,2.2,42030.03,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
913,HP,Notebook,8,2.04,54281.5973,0,0,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
914,Acer,Notebook,4,2.4,26581.730000000003,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Windows
915,Lenovo,Notebook,4,1.44,46930.87,0,0,204.15714584634154,Intel Core i5,0,128,Intel,Windows
916,HP,Notebook,8,1.49,51139.200000000004,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
917,MSI,Gaming,16,2.7,85178.73000000001,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
918,Dell,Gaming,16,2.6,71861.23000000001,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
919,MSI,Gaming,8,2.2,59657.60570000001,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
920,Dell,Notebook,4,2.18,36489.4173,0,0,123.83434142318255,Intel Core i5,1000,0,AMD,Windows
921,HP,Ultrabook,8,1.84,69090.6573,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
922,HP,Ultrabook,8,1.39,61207.23,1,0,340.26190974390255,Intel Core i7,0,256,Intel,Windows
923,Toshiba,Notebook,16,2.4,105208.25,0,1,174.05705383053478,Intel Core i7,0,256,Nvidia,Windows
924,Lenovo,2 in 1 Convertible,8,1.37,97217.75,1,1,204.15714584634154,Intel Core i5,0,512,Intel,Windows
925,Dell,Notebook,4,1.95,38881.773,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
926,Lenovo,Ultrabook,8,1.36,87895.5,0,1,217.2232031805074,Intel Core i7,0,256,Intel,Windows
927,HP,Notebook,8,2.31,62059.55,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
928,Dell,Notebook,4,2.18,37718.3562,0,0,123.83434142318255,Intel Core i5,1000,0,Intel,Windows
929,HP,Notebook,4,1.95,61207.23,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
930,Lenovo,Notebook,4,2.2,16460.43,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Windows
931,HP,Ultrabook,4,1.26,84113.33,0,0,217.2232031805074,Intel Core i5,500,0,Intel,Windows
932,HP,Notebook,4,1.86,15389.703,0,0,123.83434142318255,Other Intel Processor,1000,0,Intel,Other
933,Lenovo,2 in 1 Convertible,16,1.3,95832.73000000001,1,1,340.26190974390255,Intel Core i7,0,1000,Intel,Windows
934,Toshiba,Notebook,4,1.47,58863.350000000006,0,1,193.94928855402446,Intel Core i5,0,128,Intel,Windows
935,HP,Netbook,8,1.26,88907.63,0,0,217.2232031805074,Intel Core i5,0,256,Intel,Windows
936,Dell,Notebook,4,2.18,29756.622000000003,0,0,123.83434142318255,Intel Core i3,1000,0,Intel,Windows
937,MSI,Gaming,8,2.2,63870.73,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
938,Dell,Ultrabook,8,1.36,87309.53,0,0,193.94928855402446,Intel Core i5,0,256,Intel,Windows
939,Dell,Gaming,16,4.36,146918.66,0,0,209.27090865174122,Intel Core i7,1000,512,Nvidia,Windows
940,HP,Gaming,8,2.75,74524.73000000001,0,1,156.9531814888059,Intel Core i5,1000,128,Nvidia,Windows
941,Asus,Notebook,4,2.8,28233.100000000002,0,0,130.79431790733827,Other Intel Processor,1000,0,Nvidia,Windows
942,Acer,Notebook,4,2.23,32974.130000000005,0,0,123.83434142318255,Intel Core i5,500,0,Intel,Windows
943,Toshiba,Notebook,8,2.2,59609.130000000005,0,0,123.83434142318255,Intel Core i5,0,256,Intel,Windows
944,Lenovo,2 in 1 Convertible,8,1.1,69197.73000000001,1,1,240.29115396073826,Other Intel Processor,0,256,Intel,Windows
945,Lenovo,Gaming,16,2.5,53216.73,0,1,174.05705383053478,AMD Processor,1000,512,AMD,Windows
946,Dell,Ultrabook,8,1.36,78424.09400000001,1,0,217.2232031805074,Intel Core i5,0,256,Intel,Windows
947,Lenovo,Notebook,8,2.2,36489.950000000004,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
948,Dell,Notebook,4,2.36,35104.93,0,0,130.79431790733827,Intel Core i3,1000,0,AMD,Windows
949,Acer,Notebook,4,1.68,18591.23,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Other
950,HP,Workstation,8,2.0,119804.23000000001,0,1,174.05705383053478,Intel Core i7,0,8,Nvidia,Windows
951,Dell,Ultrabook,8,1.36,94554.25,0,0,193.94928855402446,Intel Core i7,0,256,Intel,Windows
952,Toshiba,Notebook,8,1.2,77774.20000000001,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
953,Asus,2 in 1 Convertible,8,1.2,61739.93,0,0,217.2232031805074,Other Intel Processor,0,0,Intel,Other
954,Lenovo,Ultrabook,8,1.7,79318.4973,0,1,193.94928855402446,Intel Core i7,0,256,Intel,Windows
955,Dell,Gaming,16,4.36,168013.58000000002,0,1,313.9063629776118,Intel Core i7,1000,512,Nvidia,Windows
956,Dell,2 in 1 Convertible,8,1.24,101159.73000000001,1,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
957,HP,2 in 1 Convertible,4,1.45,41284.25,1,0,166.53583846565928,Other Intel Processor,0,256,Intel,Windows
958,Dell,Ultrabook,8,1.3,67546.36,0,0,340.26190974390255,Intel Core i7,0,256,Intel,Windows
959,Acer,2 in 1 Convertible,4,1.25,20722.030000000002,1,1,166.53583846565928,Other Intel Processor,0,0,Intel,Other
960,Toshiba,Notebook,8,1.2,81769.45000000001,0,0,204.15714584634154,Intel Core i5,0,256,Intel,Windows
961,Lenovo,Ultrabook,8,1.36,93755.20000000001,0,1,217.2232031805074,Intel Core i5,0,256,Intel,Windows
962,Acer,Notebook,12,2.4,53749.43,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
963,Toshiba,Ultrabook,8,1.1,95353.3,1,0,217.2232031805074,Intel Core i7,0,512,Intel,Windows
964,HP,Notebook,8,2.04,45093.055,0,0,123.83434142318255,Intel Core i5,1000,0,Nvidia,Windows
